id,gameId,teamId,participantId,timeline,data
595,1220260,200,7,30-end,-0.7
596,1220260,200,7,0-10,-0.2
597,1220260,200,8,10-20,2.0
598,1220260,200,8,20-30,-1.5
599,1220260,200,8,30-end,1.3
600,1220260,200,8,0-10,0.500000000000001
601,1220260,200,9,10-20,0.55
602,1220260,200,9,20-30,0.65
603,1220260,200,9,30-end,0.85
604,1220260,200,9,0-10,0.149999999999999
605,1220260,200,10,10-20,0.55
606,1220260,200,10,20-30,0.65
607,1220260,200,10,30-end,0.85
608,1220260,200,10,0-10,0.149999999999999
609,1210335,100,1,10-20,0.675
610,1210335,100,1,20-30,0.5
611,1210335,100,1,30-end,0.733333333333334
612,1210335,100,1,0-10,-0.0749999999999995
613,1210335,100,2,10-20,0.675
614,1210335,100,2,20-30,0.5
615,1210335,100,2,30-end,0.733333333333334
616,1210335,100,2,0-10,-0.0749999999999995
617,1210335,100,3,10-20,-0.0999999999999996
618,1210335,100,3,20-30,-4.5
619,1210335,100,3,30-end,-2.93333333333333
620,1210335,100,3,0-10,1.5
621,1210335,100,4,10-20,0.675
622,1210335,100,4,20-30,0.5
623,1210335,100,4,30-end,0.733333333333334
624,1210335,100,4,0-10,-0.0749999999999995
625,1210335,100,5,10-20,0.675
626,1210335,100,5,20-30,0.5
627,1210335,100,5,30-end,0.733333333333334
628,1210335,100,5,0-10,-0.0749999999999995
629,1210335,200,6,10-20,-0.675
630,1210335,200,6,20-30,-0.5
631,1210335,200,6,30-end,-0.733333333333334
632,1210335,200,6,0-10,0.0749999999999995
633,1210335,200,7,10-20,-0.675
634,1210335,200,7,20-30,-0.5
635,1210335,200,7,30-end,-0.733333333333334
636,1210335,200,7,0-10,0.0749999999999995
637,1210335,200,8,10-20,0.0999999999999996
638,1210335,200,8,20-30,4.5
639,1210335,200,8,30-end,2.93333333333333
640,1210335,200,8,0-10,-1.5
641,1210335,200,9,10-20,-0.675
642,1210335,200,9,20-30,-0.5
643,1210335,200,9,30-end,-0.733333333333334
644,1210335,200,9,0-10,0.0749999999999995
645,1210335,200,10,10-20,-0.675
646,1210335,200,10,20-30,-0.5
647,1210335,200,10,30-end,-0.733333333333334
648,1210335,200,10,0-10,0.0749999999999995
649,1220289,100,1,10-20,3.1
650,1220289,100,1,20-30,1.0
651,1220289,100,1,30-end,-1.3
652,1220289,100,1,0-10,0.6
653,1220289,100,3,10-20,-0.500000000000001
654,1220289,100,3,20-30,3.8
655,1220289,100,3,30-end,3.0
656,1220289,100,3,0-10,-0.600000000000001
657,1220289,200,6,10-20,-3.1
658,1220289,200,6,20-30,-1.0
659,1220289,200,6,30-end,1.3
660,1220289,200,6,0-10,-0.6
661,1220289,200,8,10-20,0.500000000000001
662,1220289,200,8,20-30,-3.8
663,1220289,200,8,30-end,-3.0
664,1220289,200,8,0-10,0.600000000000001
665,1220290,100,1,10-20,-2.2
666,1220290,100,1,20-30,-0.399999999999999
667,1220290,100,1,30-end,-0.866666666666666
668,1220290,100,1,0-10,0.0
669,1220290,100,4,10-20,-0.95
670,1220290,100,4,20-30,0.7
671,1220290,100,4,30-end,-0.066666666666667
672,1220290,100,4,0-10,-0.0500000000000005
673,1220290,100,5,10-20,-0.95
674,1220290,100,5,20-30,0.7
675,1220290,100,5,30-end,-0.066666666666667
676,1220290,100,5,0-10,-0.0500000000000005
677,1220290,200,6,10-20,2.2
678,1220290,200,6,20-30,0.399999999999999
679,1220290,200,6,30-end,0.866666666666666
680,1220290,200,6,0-10,0.0
681,1220290,200,9,10-20,0.95
682,1220290,200,9,20-30,-0.7
683,1220290,200,9,30-end,0.066666666666667
684,1220290,200,9,0-10,0.0500000000000005
685,1220290,200,10,10-20,0.95
686,1220290,200,10,20-30,-0.7
687,1220290,200,10,30-end,0.066666666666667
688,1220290,200,10,0-10,0.0500000000000005
689,1230266,100,1,10-20,0.0500000000000005
690,1230266,100,1,20-30,-0.0999999999999996
691,1230266,100,1,30-end,1.31666666666667
692,1230266,100,1,0-10,-0.525
693,1230266,100,2,10-20,0.0500000000000005
694,1230266,100,2,20-30,-0.0999999999999996
695,1230266,100,2,30-end,1.31666666666667
696,1230266,100,2,0-10,-0.525
697,1230266,100,3,10-20,2.8
698,1230266,100,3,20-30,2.9
699,1230266,100,3,30-end,-2.86666666666667
700,1230266,100,3,0-10,2.4
701,1230266,100,4,10-20,0.0500000000000005
702,1230266,100,4,20-30,-0.0999999999999996
703,1230266,100,4,30-end,1.31666666666667
704,1230266,100,4,0-10,-0.525
705,1230266,100,5,10-20,0.0500000000000005
706,1230266,100,5,20-30,-0.0999999999999996
707,1230266,100,5,30-end,1.31666666666667
708,1230266,100,5,0-10,-0.525
709,1230266,200,6,10-20,-0.0500000000000005
710,1230266,200,6,20-30,0.0999999999999996
711,1230266,200,6,30-end,-1.31666666666667
712,1230266,200,6,0-10,0.525
713,1230266,200,7,10-20,-0.0500000000000005
714,1230266,200,7,20-30,0.0999999999999996
